Logging to logs/selfsup_mamba_20251020-224608
GPU is available
Using device: cuda
training lstm
[01] train=1.1348e-01 | val=1.0013e-01 | L=8.97e-02 E=1.04e-02 Dyn=2.01e+00 | eig-ratio-L2=2.377e-01 axis-align=0.826
[256] train=3.7110e-02 | val=6.0276e-02 | L=4.79e-02 E=1.24e-02 Dyn=7.43e-01 | eig-ratio-L2=1.455e-01 axis-align=0.892
[257] train=3.6257e-02 | val=5.9572e-02 | L=4.77e-02 E=1.19e-02 Dyn=6.89e-01 | eig-ratio-L2=1.461e-01 axis-align=0.885
[258] train=3.6492e-02 | val=5.9857e-02 | L=4.77e-02 E=1.21e-02 Dyn=6.76e-01 | eig-ratio-L2=1.445e-01 axis-align=0.892
[259] train=3.5954e-02 | val=5.9588e-02 | L=4.81e-02 E=1.15e-02 Dyn=6.35e-01 | eig-ratio-L2=1.441e-01 axis-align=0.890
[260] train=3.5820e-02 | val=6.0247e-02 | L=4.84e-02 E=1.18e-02 Dyn=6.63e-01 | eig-ratio-L2=1.449e-01 axis-align=0.887
[261] train=3.5761e-02 | val=5.8282e-02 | L=4.71e-02 E=1.12e-02 Dyn=6.68e-01 | eig-ratio-L2=1.470e-01 axis-align=0.890
[262] train=3.6197e-02 | val=6.1199e-02 | L=4.91e-02 E=1.21e-02 Dyn=6.62e-01 | eig-ratio-L2=1.441e-01 axis-align=0.887
[263] train=3.5687e-02 | val=6.1323e-02 | L=4.85e-02 E=1.29e-02 Dyn=7.02e-01 | eig-ratio-L2=1.479e-01 axis-align=0.893
[264] train=3.6357e-02 | val=6.3590e-02 | L=4.99e-02 E=1.37e-02 Dyn=7.16e-01 | eig-ratio-L2=1.475e-01 axis-align=0.893
[265] train=3.6043e-02 | val=5.9217e-02 | L=4.74e-02 E=1.18e-02 Dyn=6.62e-01 | eig-ratio-L2=1.446e-01 axis-align=0.890
[266] train=3.6110e-02 | val=5.8899e-02 | L=4.72e-02 E=1.17e-02 Dyn=6.76e-01 | eig-ratio-L2=1.447e-01 axis-align=0.889
[267] train=3.5461e-02 | val=6.1725e-02 | L=4.83e-02 E=1.34e-02 Dyn=6.86e-01 | eig-ratio-L2=1.438e-01 axis-align=0.895
[268] train=3.5975e-02 | val=6.0797e-02 | L=4.82e-02 E=1.26e-02 Dyn=7.07e-01 | eig-ratio-L2=1.442e-01 axis-align=0.891
[269] train=3.6175e-02 | val=6.1272e-02 | L=4.87e-02 E=1.26e-02 Dyn=6.98e-01 | eig-ratio-L2=1.449e-01 axis-align=0.890
[270] train=3.5436e-02 | val=6.0074e-02 | L=4.79e-02 E=1.22e-02 Dyn=6.55e-01 | eig-ratio-L2=1.437e-01 axis-align=0.896
[271] train=3.5294e-02 | val=6.0640e-02 | L=4.82e-02 E=1.24e-02 Dyn=6.81e-01 | eig-ratio-L2=1.446e-01 axis-align=0.888
[272] train=3.6284e-02 | val=5.9927e-02 | L=4.78e-02 E=1.21e-02 Dyn=7.06e-01 | eig-ratio-L2=1.451e-01 axis-align=0.891
[273] train=3.5299e-02 | val=5.9818e-02 | L=4.80e-02 E=1.18e-02 Dyn=6.85e-01 | eig-ratio-L2=1.442e-01 axis-align=0.891
[274] train=3.5322e-02 | val=6.1971e-02 | L=4.92e-02 E=1.28e-02 Dyn=7.34e-01 | eig-ratio-L2=1.430e-01 axis-align=0.885
[275] train=3.5551e-02 | val=6.0495e-02 | L=4.80e-02 E=1.25e-02 Dyn=6.99e-01 | eig-ratio-L2=1.458e-01 axis-align=0.889
[276] train=3.5579e-02 | val=6.1347e-02 | L=4.93e-02 E=1.21e-02 Dyn=6.74e-01 | eig-ratio-L2=1.442e-01 axis-align=0.885
[277] train=3.5672e-02 | val=6.0153e-02 | L=4.78e-02 E=1.23e-02 Dyn=6.49e-01 | eig-ratio-L2=1.420e-01 axis-align=0.886
[278] train=3.6087e-02 | val=6.1281e-02 | L=4.89e-02 E=1.24e-02 Dyn=6.92e-01 | eig-ratio-L2=1.439e-01 axis-align=0.888
[279] train=3.5910e-02 | val=6.0044e-02 | L=4.85e-02 E=1.16e-02 Dyn=6.68e-01 | eig-ratio-L2=1.440e-01 axis-align=0.895
[280] train=3.5442e-02 | val=6.0636e-02 | L=4.83e-02 E=1.23e-02 Dyn=6.85e-01 | eig-ratio-L2=1.450e-01 axis-align=0.890
[281] train=3.5498e-02 | val=5.9300e-02 | L=4.74e-02 E=1.19e-02 Dyn=6.93e-01 | eig-ratio-L2=1.430e-01 axis-align=0.886
[282] train=3.5651e-02 | val=6.3095e-02 | L=4.92e-02 E=1.39e-02 Dyn=6.80e-01 | eig-ratio-L2=1.432e-01 axis-align=0.889
[283] train=3.6103e-02 | val=6.0557e-02 | L=4.86e-02 E=1.20e-02 Dyn=6.62e-01 | eig-ratio-L2=1.450e-01 axis-align=0.884
[284] train=3.5657e-02 | val=6.0014e-02 | L=4.79e-02 E=1.21e-02 Dyn=7.14e-01 | eig-ratio-L2=1.461e-01 axis-align=0.894
[285] train=3.5586e-02 | val=6.0667e-02 | L=4.83e-02 E=1.23e-02 Dyn=6.82e-01 | eig-ratio-L2=1.440e-01 axis-align=0.892
[286] train=3.5250e-02 | val=6.0444e-02 | L=4.83e-02 E=1.21e-02 Dyn=6.72e-01 | eig-ratio-L2=1.432e-01 axis-align=0.885
[287] train=3.5204e-02 | val=6.1356e-02 | L=4.85e-02 E=1.29e-02 Dyn=7.08e-01 | eig-ratio-L2=1.446e-01 axis-align=0.890
[288] train=3.5559e-02 | val=6.2658e-02 | L=4.88e-02 E=1.39e-02 Dyn=7.14e-01 | eig-ratio-L2=1.450e-01 axis-align=0.890
[289] train=3.5540e-02 | val=6.1386e-02 | L=4.92e-02 E=1.22e-02 Dyn=6.88e-01 | eig-ratio-L2=1.446e-01 axis-align=0.895
[290] train=3.5246e-02 | val=6.0778e-02 | L=4.88e-02 E=1.20e-02 Dyn=6.71e-01 | eig-ratio-L2=1.435e-01 axis-align=0.892
[291] train=3.5450e-02 | val=6.1455e-02 | L=4.90e-02 E=1.24e-02 Dyn=6.80e-01 | eig-ratio-L2=1.437e-01 axis-align=0.890
[292] train=3.5019e-02 | val=6.3631e-02 | L=5.01e-02 E=1.35e-02 Dyn=7.10e-01 | eig-ratio-L2=1.442e-01 axis-align=0.888
[293] train=3.5118e-02 | val=6.0953e-02 | L=4.85e-02 E=1.24e-02 Dyn=7.04e-01 | eig-ratio-L2=1.455e-01 axis-align=0.890
[294] train=3.4637e-02 | val=6.3331e-02 | L=4.99e-02 E=1.34e-02 Dyn=6.77e-01 | eig-ratio-L2=1.435e-01 axis-align=0.891
[295] train=3.5574e-02 | val=6.1501e-02 | L=4.91e-02 E=1.24e-02 Dyn=6.97e-01 | eig-ratio-L2=1.444e-01 axis-align=0.889
[296] train=3.5373e-02 | val=6.3402e-02 | L=5.00e-02 E=1.34e-02 Dyn=6.84e-01 | eig-ratio-L2=1.440e-01 axis-align=0.889
[297] train=3.5132e-02 | val=6.3307e-02 | L=5.00e-02 E=1.33e-02 Dyn=6.95e-01 | eig-ratio-L2=1.445e-01 axis-align=0.889
[298] train=3.4965e-02 | val=6.0352e-02 | L=4.82e-02 E=1.22e-02 Dyn=6.96e-01 | eig-ratio-L2=1.446e-01 axis-align=0.890
[299] train=3.5666e-02 | val=6.1189e-02 | L=4.93e-02 E=1.19e-02 Dyn=6.61e-01 | eig-ratio-L2=1.458e-01 axis-align=0.891
[300] train=3.4797e-02 | val=6.1640e-02 | L=4.87e-02 E=1.30e-02 Dyn=6.74e-01 | eig-ratio-L2=1.439e-01 axis-align=0.891
Pred I (trace=1):
 [[ 0.248   0.0573 -0.1441]
 [ 0.0573  0.3347 -0.0779]
 [-0.1441 -0.0779  0.4173]]
True I (trace=1):
 [[ 0.2442  0.0623 -0.1731]
 [ 0.0623  0.3106 -0.0863]
 [-0.1731 -0.0863  0.4452]]

--- Principal inertia comparison ---
eigs_pred: [0.164661 0.29142  0.543919]
eigs_true: [0.143713 0.270681 0.585606]
abs_err  : [0.020948 0.020739 0.041687]
rel_err  : [0.145765 0.076617 0.071186]
axis |cos|: [0.999991 0.998026 0.998016]   mean= 0.9987
frame misalignment: 3.609 deg  (0.0630 rad)
axis match (pred i -> true j): [0, 1, 2]
Validation of model: tcn
Pred I (trace=1):
 [[ 0.248   0.0573 -0.1441]
 [ 0.0573  0.3347 -0.0779]
 [-0.1441 -0.0779  0.4173]]
True I (trace=1):
 [[ 0.2442  0.0623 -0.1731]
 [ 0.0623  0.3106 -0.0863]
 [-0.1731 -0.0863  0.4452]]

--- Principal inertia comparison ---
eigs_pred: [0.164661 0.29142  0.543919]
eigs_true: [0.143713 0.270681 0.585606]
abs_err  : [0.020948 0.020739 0.041687]
rel_err  : [0.145765 0.076617 0.071186]
axis |cos|: [0.999991 0.998026 0.998016]   mean= 0.9987
frame misalignment: 3.609 deg  (0.0630 rad)
axis match (pred i -> true j): [0, 1, 2]
