Logging to logs/selfsup_mamba_20251020-224608
GPU is available
Using device: cuda
training lstm
[01] train=1.1348e-01 | val=1.0013e-01 | L=8.97e-02 E=1.04e-02 Dyn=2.01e+00 | eig-ratio-L2=2.377e-01 axis-align=0.826
[198] train=2.5799e-02 | val=5.5314e-02 | L=4.63e-02 E=9.05e-03 Dyn=8.49e-01 | eig-ratio-L2=1.486e-01 axis-align=0.893
[199] train=2.6033e-02 | val=5.4697e-02 | L=4.58e-02 E=8.92e-03 Dyn=8.77e-01 | eig-ratio-L2=1.481e-01 axis-align=0.895
[200] train=2.5962e-02 | val=5.5460e-02 | L=4.62e-02 E=9.27e-03 Dyn=8.67e-01 | eig-ratio-L2=1.485e-01 axis-align=0.898
[201] train=2.5516e-02 | val=5.6999e-02 | L=4.72e-02 E=9.77e-03 Dyn=8.59e-01 | eig-ratio-L2=1.473e-01 axis-align=0.894
[202] train=2.5576e-02 | val=5.5639e-02 | L=4.60e-02 E=9.63e-03 Dyn=8.99e-01 | eig-ratio-L2=1.474e-01 axis-align=0.895
[203] train=2.5814e-02 | val=5.5782e-02 | L=4.61e-02 E=9.64e-03 Dyn=8.79e-01 | eig-ratio-L2=1.516e-01 axis-align=0.894
[204] train=2.5995e-02 | val=5.5247e-02 | L=4.58e-02 E=9.45e-03 Dyn=8.52e-01 | eig-ratio-L2=1.489e-01 axis-align=0.894
[205] train=2.5745e-02 | val=5.4252e-02 | L=4.56e-02 E=8.66e-03 Dyn=9.09e-01 | eig-ratio-L2=1.461e-01 axis-align=0.893
[206] train=2.5771e-02 | val=5.5690e-02 | L=4.66e-02 E=9.12e-03 Dyn=9.01e-01 | eig-ratio-L2=1.495e-01 axis-align=0.892
[207] train=2.5197e-02 | val=5.5873e-02 | L=4.60e-02 E=9.84e-03 Dyn=9.26e-01 | eig-ratio-L2=1.492e-01 axis-align=0.895
[208] train=2.5322e-02 | val=5.5701e-02 | L=4.65e-02 E=9.23e-03 Dyn=8.12e-01 | eig-ratio-L2=1.451e-01 axis-align=0.896
[209] train=2.5490e-02 | val=5.5469e-02 | L=4.62e-02 E=9.25e-03 Dyn=8.87e-01 | eig-ratio-L2=1.494e-01 axis-align=0.899
[210] train=2.5361e-02 | val=5.6520e-02 | L=4.65e-02 E=9.99e-03 Dyn=8.77e-01 | eig-ratio-L2=1.507e-01 axis-align=0.896
[211] train=2.5650e-02 | val=5.7032e-02 | L=4.70e-02 E=9.99e-03 Dyn=9.13e-01 | eig-ratio-L2=1.489e-01 axis-align=0.897
[212] train=2.5353e-02 | val=5.6749e-02 | L=4.70e-02 E=9.72e-03 Dyn=8.71e-01 | eig-ratio-L2=1.480e-01 axis-align=0.890
[213] train=2.5323e-02 | val=5.5970e-02 | L=4.63e-02 E=9.69e-03 Dyn=8.94e-01 | eig-ratio-L2=1.489e-01 axis-align=0.894
[214] train=2.5213e-02 | val=5.5137e-02 | L=4.61e-02 E=9.06e-03 Dyn=8.53e-01 | eig-ratio-L2=1.496e-01 axis-align=0.894
[215] train=2.5381e-02 | val=5.6148e-02 | L=4.66e-02 E=9.54e-03 Dyn=9.24e-01 | eig-ratio-L2=1.492e-01 axis-align=0.890
[216] train=2.4871e-02 | val=5.4612e-02 | L=4.59e-02 E=8.73e-03 Dyn=8.96e-01 | eig-ratio-L2=1.478e-01 axis-align=0.887
[217] train=2.5158e-02 | val=5.5196e-02 | L=4.59e-02 E=9.32e-03 Dyn=8.40e-01 | eig-ratio-L2=1.453e-01 axis-align=0.891
[218] train=2.5189e-02 | val=5.5976e-02 | L=4.68e-02 E=9.21e-03 Dyn=8.91e-01 | eig-ratio-L2=1.496e-01 axis-align=0.890
[219] train=2.5838e-02 | val=5.5806e-02 | L=4.66e-02 E=9.21e-03 Dyn=8.59e-01 | eig-ratio-L2=1.468e-01 axis-align=0.892
[220] train=2.5207e-02 | val=5.5355e-02 | L=4.62e-02 E=9.14e-03 Dyn=8.83e-01 | eig-ratio-L2=1.482e-01 axis-align=0.895
[221] train=2.5075e-02 | val=5.6095e-02 | L=4.69e-02 E=9.16e-03 Dyn=8.79e-01 | eig-ratio-L2=1.480e-01 axis-align=0.896
[222] train=2.5008e-02 | val=5.6628e-02 | L=4.68e-02 E=9.81e-03 Dyn=8.44e-01 | eig-ratio-L2=1.465e-01 axis-align=0.895
[223] train=2.5142e-02 | val=5.6383e-02 | L=4.67e-02 E=9.69e-03 Dyn=8.90e-01 | eig-ratio-L2=1.475e-01 axis-align=0.893
[224] train=2.5046e-02 | val=5.6674e-02 | L=4.67e-02 E=9.93e-03 Dyn=8.48e-01 | eig-ratio-L2=1.493e-01 axis-align=0.891
[225] train=2.5093e-02 | val=5.6818e-02 | L=4.66e-02 E=1.03e-02 Dyn=8.47e-01 | eig-ratio-L2=1.473e-01 axis-align=0.896
[226] train=2.5179e-02 | val=5.7123e-02 | L=4.73e-02 E=9.80e-03 Dyn=8.98e-01 | eig-ratio-L2=1.477e-01 axis-align=0.890
[227] train=2.5024e-02 | val=5.6480e-02 | L=4.68e-02 E=9.66e-03 Dyn=9.04e-01 | eig-ratio-L2=1.469e-01 axis-align=0.895
[228] train=2.5370e-02 | val=5.6660e-02 | L=4.68e-02 E=9.85e-03 Dyn=8.46e-01 | eig-ratio-L2=1.452e-01 axis-align=0.896
[229] train=2.4635e-02 | val=5.7275e-02 | L=4.70e-02 E=1.02e-02 Dyn=8.87e-01 | eig-ratio-L2=1.468e-01 axis-align=0.892
[230] train=2.4851e-02 | val=5.6659e-02 | L=4.69e-02 E=9.80e-03 Dyn=8.84e-01 | eig-ratio-L2=1.485e-01 axis-align=0.893
[231] train=2.4686e-02 | val=5.7600e-02 | L=4.74e-02 E=1.02e-02 Dyn=8.87e-01 | eig-ratio-L2=1.484e-01 axis-align=0.892
[232] train=2.4973e-02 | val=5.7722e-02 | L=4.79e-02 E=9.85e-03 Dyn=9.24e-01 | eig-ratio-L2=1.480e-01 axis-align=0.892
[233] train=2.4667e-02 | val=5.6860e-02 | L=4.69e-02 E=9.99e-03 Dyn=8.82e-01 | eig-ratio-L2=1.497e-01 axis-align=0.892
[234] train=2.4831e-02 | val=5.9490e-02 | L=4.83e-02 E=1.12e-02 Dyn=8.89e-01 | eig-ratio-L2=1.471e-01 axis-align=0.894
[235] train=2.4894e-02 | val=5.5624e-02 | L=4.69e-02 E=8.76e-03 Dyn=8.64e-01 | eig-ratio-L2=1.486e-01 axis-align=0.894
[236] train=2.4939e-02 | val=5.6868e-02 | L=4.65e-02 E=1.04e-02 Dyn=8.75e-01 | eig-ratio-L2=1.483e-01 axis-align=0.893
[237] train=2.4715e-02 | val=5.6607e-02 | L=4.69e-02 E=9.71e-03 Dyn=9.20e-01 | eig-ratio-L2=1.487e-01 axis-align=0.893
[238] train=2.4860e-02 | val=5.6561e-02 | L=4.67e-02 E=9.89e-03 Dyn=8.78e-01 | eig-ratio-L2=1.463e-01 axis-align=0.892
[239] train=2.4639e-02 | val=5.6257e-02 | L=4.70e-02 E=9.24e-03 Dyn=8.91e-01 | eig-ratio-L2=1.489e-01 axis-align=0.891
[240] train=2.4656e-02 | val=5.7546e-02 | L=4.77e-02 E=9.81e-03 Dyn=8.93e-01 | eig-ratio-L2=1.472e-01 axis-align=0.892
[241] train=2.4367e-02 | val=5.9429e-02 | L=4.87e-02 E=1.07e-02 Dyn=9.06e-01 | eig-ratio-L2=1.484e-01 axis-align=0.892
[242] train=2.4481e-02 | val=5.6739e-02 | L=4.71e-02 E=9.69e-03 Dyn=9.10e-01 | eig-ratio-L2=1.470e-01 axis-align=0.889
[243] train=2.5005e-02 | val=5.6760e-02 | L=4.73e-02 E=9.47e-03 Dyn=8.90e-01 | eig-ratio-L2=1.473e-01 axis-align=0.893
[244] train=2.4589e-02 | val=5.6519e-02 | L=4.67e-02 E=9.84e-03 Dyn=8.76e-01 | eig-ratio-L2=1.459e-01 axis-align=0.892
[245] train=2.4832e-02 | val=5.7367e-02 | L=4.78e-02 E=9.54e-03 Dyn=8.91e-01 | eig-ratio-L2=1.467e-01 axis-align=0.889
[246] train=2.4305e-02 | val=5.7366e-02 | L=4.77e-02 E=9.68e-03 Dyn=9.05e-01 | eig-ratio-L2=1.437e-01 axis-align=0.889
[247] train=2.4509e-02 | val=5.7390e-02 | L=4.77e-02 E=9.68e-03 Dyn=9.11e-01 | eig-ratio-L2=1.501e-01 axis-align=0.894
[248] train=2.4444e-02 | val=5.6840e-02 | L=4.71e-02 E=9.78e-03 Dyn=8.82e-01 | eig-ratio-L2=1.479e-01 axis-align=0.892
[249] train=2.4141e-02 | val=5.7513e-02 | L=4.78e-02 E=9.74e-03 Dyn=8.49e-01 | eig-ratio-L2=1.485e-01 axis-align=0.890
[250] train=2.4140e-02 | val=5.7490e-02 | L=4.77e-02 E=9.82e-03 Dyn=9.06e-01 | eig-ratio-L2=1.484e-01 axis-align=0.889
[251] train=2.4515e-02 | val=5.6271e-02 | L=4.69e-02 E=9.40e-03 Dyn=8.35e-01 | eig-ratio-L2=1.476e-01 axis-align=0.893
[252] train=2.4459e-02 | val=5.7217e-02 | L=4.73e-02 E=9.96e-03 Dyn=8.59e-01 | eig-ratio-L2=1.473e-01 axis-align=0.890
[253] train=2.4334e-02 | val=5.6956e-02 | L=4.76e-02 E=9.40e-03 Dyn=8.66e-01 | eig-ratio-L2=1.467e-01 axis-align=0.889
[254] train=2.4384e-02 | val=5.6739e-02 | L=4.72e-02 E=9.49e-03 Dyn=8.96e-01 | eig-ratio-L2=1.475e-01 axis-align=0.895
[255] train=2.4147e-02 | val=5.8000e-02 | L=4.82e-02 E=9.80e-03 Dyn=8.76e-01 | eig-ratio-L2=1.491e-01 axis-align=0.887
[256] train=2.4219e-02 | val=5.7130e-02 | L=4.70e-02 E=1.01e-02 Dyn=8.59e-01 | eig-ratio-L2=1.458e-01 axis-align=0.890
[257] train=2.4210e-02 | val=5.9950e-02 | L=4.93e-02 E=1.06e-02 Dyn=8.79e-01 | eig-ratio-L2=1.472e-01 axis-align=0.890
[258] train=2.4337e-02 | val=5.6237e-02 | L=4.70e-02 E=9.25e-03 Dyn=9.06e-01 | eig-ratio-L2=1.484e-01 axis-align=0.891
[259] train=2.4297e-02 | val=5.6820e-02 | L=4.72e-02 E=9.60e-03 Dyn=8.83e-01 | eig-ratio-L2=1.487e-01 axis-align=0.891
[260] train=2.4323e-02 | val=5.6288e-02 | L=4.68e-02 E=9.44e-03 Dyn=9.24e-01 | eig-ratio-L2=1.492e-01 axis-align=0.891
[261] train=2.4251e-02 | val=5.7000e-02 | L=4.73e-02 E=9.68e-03 Dyn=9.05e-01 | eig-ratio-L2=1.489e-01 axis-align=0.888
[262] train=2.4101e-02 | val=5.7326e-02 | L=4.76e-02 E=9.77e-03 Dyn=9.08e-01 | eig-ratio-L2=1.494e-01 axis-align=0.891
[263] train=2.4075e-02 | val=5.7168e-02 | L=4.72e-02 E=1.00e-02 Dyn=8.85e-01 | eig-ratio-L2=1.481e-01 axis-align=0.887
[264] train=2.3998e-02 | val=5.7020e-02 | L=4.75e-02 E=9.56e-03 Dyn=9.03e-01 | eig-ratio-L2=1.461e-01 axis-align=0.887
[265] train=2.4142e-02 | val=5.8232e-02 | L=4.80e-02 E=1.03e-02 Dyn=8.65e-01 | eig-ratio-L2=1.467e-01 axis-align=0.889
[266] train=2.4098e-02 | val=5.8355e-02 | L=4.86e-02 E=9.77e-03 Dyn=8.89e-01 | eig-ratio-L2=1.471e-01 axis-align=0.889
[267] train=2.3957e-02 | val=5.7093e-02 | L=4.73e-02 E=9.76e-03 Dyn=9.14e-01 | eig-ratio-L2=1.500e-01 axis-align=0.889
[268] train=2.4137e-02 | val=5.8347e-02 | L=4.86e-02 E=9.77e-03 Dyn=8.58e-01 | eig-ratio-L2=1.479e-01 axis-align=0.891
[269] train=2.3968e-02 | val=5.8341e-02 | L=4.83e-02 E=1.01e-02 Dyn=9.14e-01 | eig-ratio-L2=1.483e-01 axis-align=0.888
[270] train=2.4238e-02 | val=5.7479e-02 | L=4.81e-02 E=9.38e-03 Dyn=9.22e-01 | eig-ratio-L2=1.478e-01 axis-align=0.890
[271] train=2.4135e-02 | val=5.8249e-02 | L=4.79e-02 E=1.03e-02 Dyn=9.06e-01 | eig-ratio-L2=1.489e-01 axis-align=0.889
[272] train=2.4013e-02 | val=5.7542e-02 | L=4.81e-02 E=9.47e-03 Dyn=8.74e-01 | eig-ratio-L2=1.477e-01 axis-align=0.889
[273] train=2.3713e-02 | val=5.7176e-02 | L=4.72e-02 E=9.94e-03 Dyn=9.08e-01 | eig-ratio-L2=1.510e-01 axis-align=0.893
[274] train=2.3881e-02 | val=5.8127e-02 | L=4.78e-02 E=1.04e-02 Dyn=8.89e-01 | eig-ratio-L2=1.503e-01 axis-align=0.886
[275] train=2.4137e-02 | val=5.7913e-02 | L=4.83e-02 E=9.57e-03 Dyn=9.00e-01 | eig-ratio-L2=1.483e-01 axis-align=0.893
[276] train=2.4208e-02 | val=5.9183e-02 | L=4.87e-02 E=1.05e-02 Dyn=8.90e-01 | eig-ratio-L2=1.472e-01 axis-align=0.891
[277] train=2.3999e-02 | val=5.7619e-02 | L=4.80e-02 E=9.59e-03 Dyn=9.03e-01 | eig-ratio-L2=1.463e-01 axis-align=0.888
[278] train=2.3890e-02 | val=5.6396e-02 | L=4.70e-02 E=9.38e-03 Dyn=8.80e-01 | eig-ratio-L2=1.486e-01 axis-align=0.890
[279] train=2.3885e-02 | val=5.7117e-02 | L=4.73e-02 E=9.86e-03 Dyn=8.84e-01 | eig-ratio-L2=1.484e-01 axis-align=0.893
[280] train=2.3839e-02 | val=5.8058e-02 | L=4.79e-02 E=1.01e-02 Dyn=9.07e-01 | eig-ratio-L2=1.466e-01 axis-align=0.889
[281] train=2.3677e-02 | val=5.7829e-02 | L=4.80e-02 E=9.88e-03 Dyn=8.89e-01 | eig-ratio-L2=1.497e-01 axis-align=0.889
[282] train=2.3741e-02 | val=5.7281e-02 | L=4.75e-02 E=9.75e-03 Dyn=8.96e-01 | eig-ratio-L2=1.486e-01 axis-align=0.888
[283] train=2.3534e-02 | val=5.7612e-02 | L=4.78e-02 E=9.78e-03 Dyn=9.02e-01 | eig-ratio-L2=1.478e-01 axis-align=0.889
[284] train=2.3668e-02 | val=5.7900e-02 | L=4.79e-02 E=1.00e-02 Dyn=8.69e-01 | eig-ratio-L2=1.473e-01 axis-align=0.891
[285] train=2.3637e-02 | val=5.6903e-02 | L=4.76e-02 E=9.34e-03 Dyn=9.13e-01 | eig-ratio-L2=1.479e-01 axis-align=0.888
[286] train=2.3859e-02 | val=5.7817e-02 | L=4.80e-02 E=9.78e-03 Dyn=9.02e-01 | eig-ratio-L2=1.457e-01 axis-align=0.891
[287] train=2.3869e-02 | val=5.7847e-02 | L=4.75e-02 E=1.03e-02 Dyn=9.35e-01 | eig-ratio-L2=1.479e-01 axis-align=0.885
[288] train=2.4135e-02 | val=5.9866e-02 | L=4.94e-02 E=1.05e-02 Dyn=9.32e-01 | eig-ratio-L2=1.469e-01 axis-align=0.884
[289] train=2.4128e-02 | val=5.6841e-02 | L=4.73e-02 E=9.53e-03 Dyn=8.74e-01 | eig-ratio-L2=1.483e-01 axis-align=0.890
[290] train=2.3774e-02 | val=5.8226e-02 | L=4.82e-02 E=1.01e-02 Dyn=8.65e-01 | eig-ratio-L2=1.485e-01 axis-align=0.892
[291] train=2.3304e-02 | val=5.8161e-02 | L=4.84e-02 E=9.74e-03 Dyn=8.96e-01 | eig-ratio-L2=1.497e-01 axis-align=0.885
[292] train=2.3620e-02 | val=5.8191e-02 | L=4.82e-02 E=9.98e-03 Dyn=8.92e-01 | eig-ratio-L2=1.468e-01 axis-align=0.888
[293] train=2.3455e-02 | val=5.8273e-02 | L=4.83e-02 E=9.94e-03 Dyn=8.76e-01 | eig-ratio-L2=1.490e-01 axis-align=0.885
[294] train=2.3364e-02 | val=5.7876e-02 | L=4.81e-02 E=9.77e-03 Dyn=9.11e-01 | eig-ratio-L2=1.497e-01 axis-align=0.887
[295] train=2.3356e-02 | val=5.8792e-02 | L=4.87e-02 E=1.01e-02 Dyn=9.16e-01 | eig-ratio-L2=1.510e-01 axis-align=0.883
[296] train=2.3470e-02 | val=5.7630e-02 | L=4.77e-02 E=9.96e-03 Dyn=8.86e-01 | eig-ratio-L2=1.505e-01 axis-align=0.888
[297] train=2.3538e-02 | val=5.9657e-02 | L=4.89e-02 E=1.07e-02 Dyn=9.43e-01 | eig-ratio-L2=1.491e-01 axis-align=0.892
[298] train=2.3417e-02 | val=5.8396e-02 | L=4.87e-02 E=9.71e-03 Dyn=9.11e-01 | eig-ratio-L2=1.503e-01 axis-align=0.887
[299] train=2.3703e-02 | val=5.9297e-02 | L=4.93e-02 E=1.00e-02 Dyn=9.20e-01 | eig-ratio-L2=1.516e-01 axis-align=0.885
[300] train=2.3524e-02 | val=5.7541e-02 | L=4.81e-02 E=9.43e-03 Dyn=8.93e-01 | eig-ratio-L2=1.497e-01 axis-align=0.886
Pred I (trace=1):
 [[ 0.287   0.0149 -0.1362]
 [ 0.0149  0.3077 -0.0103]
 [-0.1362 -0.0103  0.4052]]
True I (trace=1):
 [[ 0.2442  0.0623 -0.1731]
 [ 0.0623  0.3106 -0.0863]
 [-0.1731 -0.0863  0.4452]]

--- Principal inertia comparison ---
eigs_pred: [0.197275 0.306639 0.496086]
eigs_true: [0.143713 0.270681 0.585606]
abs_err  : [0.053562 0.035958 0.08952 ]
rel_err  : [0.372702 0.132842 0.152867]
axis |cos|: [0.997013 0.962035 0.960192]   mean= 0.9731
frame misalignment: 16.338 deg  (0.2851 rad)
axis match (pred i -> true j): [0, 1, 2]
Validation of model: mamba
Pred I (trace=1):
 [[ 0.287   0.0149 -0.1362]
 [ 0.0149  0.3077 -0.0103]
 [-0.1362 -0.0103  0.4052]]
True I (trace=1):
 [[ 0.2442  0.0623 -0.1731]
 [ 0.0623  0.3106 -0.0863]
 [-0.1731 -0.0863  0.4452]]

--- Principal inertia comparison ---
eigs_pred: [0.197275 0.306639 0.496086]
eigs_true: [0.143713 0.270681 0.585606]
abs_err  : [0.053562 0.035958 0.08952 ]
rel_err  : [0.372702 0.132842 0.152867]
axis |cos|: [0.997013 0.962035 0.960192]   mean= 0.9731
frame misalignment: 16.338 deg  (0.2851 rad)
axis match (pred i -> true j): [0, 1, 2]
training transformer
[01] train=1.1431e-01 | val=8.8165e-02 | L=7.64e-02 E=1.18e-02 Dyn=2.30e+00 | eig-ratio-L2=1.860e-01 axis-align=0.851
[02] train=9.7917e-02 | val=8.3294e-02 | L=7.13e-02 E=1.20e-02 Dyn=2.25e+00 | eig-ratio-L2=1.844e-01 axis-align=0.864
[03] train=9.2720e-02 | val=7.8296e-02 | L=6.72e-02 E=1.10e-02 Dyn=2.24e+00 | eig-ratio-L2=1.805e-01 axis-align=0.870
[04] train=9.0425e-02 | val=7.6071e-02 | L=6.44e-02 E=1.17e-02 Dyn=2.13e+00 | eig-ratio-L2=1.852e-01 axis-align=0.879
[05] train=8.5810e-02 | val=7.4132e-02 | L=6.33e-02 E=1.08e-02 Dyn=2.13e+00 | eig-ratio-L2=1.787e-01 axis-align=0.885
[06] train=8.2993e-02 | val=7.0889e-02 | L=6.06e-02 E=1.03e-02 Dyn=2.02e+00 | eig-ratio-L2=1.805e-01 axis-align=0.889
[07] train=7.8234e-02 | val=7.0485e-02 | L=6.03e-02 E=1.02e-02 Dyn=1.90e+00 | eig-ratio-L2=1.744e-01 axis-align=0.886
[08] train=7.5533e-02 | val=6.7528e-02 | L=5.80e-02 E=9.50e-03 Dyn=1.78e+00 | eig-ratio-L2=1.727e-01 axis-align=0.893
[09] train=7.2758e-02 | val=6.5988e-02 | L=5.64e-02 E=9.56e-03 Dyn=1.73e+00 | eig-ratio-L2=1.662e-01 axis-align=0.894
[10] train=7.0274e-02 | val=6.5816e-02 | L=5.65e-02 E=9.35e-03 Dyn=1.82e+00 | eig-ratio-L2=1.655e-01 axis-align=0.888
[11] train=6.8202e-02 | val=6.6479e-02 | L=5.56e-02 E=1.09e-02 Dyn=1.55e+00 | eig-ratio-L2=1.599e-01 axis-align=0.884
[12] train=6.7091e-02 | val=6.6331e-02 | L=5.66e-02 E=9.76e-03 Dyn=1.79e+00 | eig-ratio-L2=1.606e-01 axis-align=0.878
[13] train=6.6594e-02 | val=6.4624e-02 | L=5.53e-02 E=9.32e-03 Dyn=1.74e+00 | eig-ratio-L2=1.619e-01 axis-align=0.886
[14] train=6.3905e-02 | val=6.2794e-02 | L=5.38e-02 E=8.99e-03 Dyn=1.65e+00 | eig-ratio-L2=1.598e-01 axis-align=0.892
[15] train=6.3221e-02 | val=6.0605e-02 | L=5.24e-02 E=8.25e-03 Dyn=1.51e+00 | eig-ratio-L2=1.595e-01 axis-align=0.893
[16] train=6.1301e-02 | val=6.6060e-02 | L=5.54e-02 E=1.07e-02 Dyn=1.81e+00 | eig-ratio-L2=1.592e-01 axis-align=0.887
[17] train=5.9639e-02 | val=6.2114e-02 | L=5.32e-02 E=8.94e-03 Dyn=1.57e+00 | eig-ratio-L2=1.557e-01 axis-align=0.890
[18] train=5.9151e-02 | val=6.6278e-02 | L=5.61e-02 E=1.02e-02 Dyn=1.59e+00 | eig-ratio-L2=1.589e-01 axis-align=0.892
[19] train=5.8219e-02 | val=6.1639e-02 | L=5.28e-02 E=8.87e-03 Dyn=1.44e+00 | eig-ratio-L2=1.556e-01 axis-align=0.893
[20] train=5.7722e-02 | val=6.2568e-02 | L=5.36e-02 E=8.93e-03 Dyn=1.45e+00 | eig-ratio-L2=1.546e-01 axis-align=0.890
[21] train=5.6713e-02 | val=6.0475e-02 | L=5.19e-02 E=8.61e-03 Dyn=1.54e+00 | eig-ratio-L2=1.557e-01 axis-align=0.890
[22] train=5.5327e-02 | val=6.5967e-02 | L=5.57e-02 E=1.03e-02 Dyn=1.51e+00 | eig-ratio-L2=1.517e-01 axis-align=0.883
[23] train=5.4605e-02 | val=6.3899e-02 | L=5.33e-02 E=1.06e-02 Dyn=1.45e+00 | eig-ratio-L2=1.517e-01 axis-align=0.894
[24] train=5.5080e-02 | val=5.9036e-02 | L=5.12e-02 E=7.82e-03 Dyn=1.49e+00 | eig-ratio-L2=1.531e-01 axis-align=0.891
[25] train=5.3393e-02 | val=5.7421e-02 | L=5.01e-02 E=7.31e-03 Dyn=1.52e+00 | eig-ratio-L2=1.549e-01 axis-align=0.897
[26] train=5.3378e-02 | val=5.9807e-02 | L=5.14e-02 E=8.42e-03 Dyn=1.48e+00 | eig-ratio-L2=1.511e-01 axis-align=0.893
[27] train=5.1793e-02 | val=5.6745e-02 | L=4.95e-02 E=7.23e-03 Dyn=1.43e+00 | eig-ratio-L2=1.532e-01 axis-align=0.897
[28] train=5.1134e-02 | val=5.9528e-02 | L=5.13e-02 E=8.18e-03 Dyn=1.46e+00 | eig-ratio-L2=1.551e-01 axis-align=0.894
[29] train=5.0394e-02 | val=5.6917e-02 | L=4.98e-02 E=7.14e-03 Dyn=1.34e+00 | eig-ratio-L2=1.530e-01 axis-align=0.891
[30] train=5.0080e-02 | val=5.5495e-02 | L=4.91e-02 E=6.42e-03 Dyn=1.44e+00 | eig-ratio-L2=1.543e-01 axis-align=0.894
[31] train=4.9605e-02 | val=5.5410e-02 | L=4.92e-02 E=6.24e-03 Dyn=1.41e+00 | eig-ratio-L2=1.528e-01 axis-align=0.899
[32] train=4.9027e-02 | val=5.6514e-02 | L=4.97e-02 E=6.81e-03 Dyn=1.61e+00 | eig-ratio-L2=1.555e-01 axis-align=0.896
[33] train=4.8681e-02 | val=5.5582e-02 | L=4.93e-02 E=6.30e-03 Dyn=1.45e+00 | eig-ratio-L2=1.534e-01 axis-align=0.905
[34] train=4.7643e-02 | val=5.7139e-02 | L=5.01e-02 E=7.04e-03 Dyn=1.40e+00 | eig-ratio-L2=1.521e-01 axis-align=0.900
[35] train=4.7547e-02 | val=5.3908e-02 | L=4.80e-02 E=5.88e-03 Dyn=1.41e+00 | eig-ratio-L2=1.553e-01 axis-align=0.900
[36] train=4.7046e-02 | val=5.9476e-02 | L=5.17e-02 E=7.75e-03 Dyn=1.40e+00 | eig-ratio-L2=1.505e-01 axis-align=0.896
[37] train=4.8420e-02 | val=5.4498e-02 | L=4.86e-02 E=5.85e-03 Dyn=1.44e+00 | eig-ratio-L2=1.546e-01 axis-align=0.893
[38] train=4.6329e-02 | val=5.6101e-02 | L=4.95e-02 E=6.64e-03 Dyn=1.61e+00 | eig-ratio-L2=1.576e-01 axis-align=0.900
[39] train=4.5770e-02 | val=5.4521e-02 | L=4.81e-02 E=6.40e-03 Dyn=1.48e+00 | eig-ratio-L2=1.547e-01 axis-align=0.900
[40] train=4.5740e-02 | val=5.4555e-02 | L=4.83e-02 E=6.29e-03 Dyn=1.42e+00 | eig-ratio-L2=1.540e-01 axis-align=0.907
[41] train=4.4867e-02 | val=5.5328e-02 | L=4.91e-02 E=6.21e-03 Dyn=1.40e+00 | eig-ratio-L2=1.534e-01 axis-align=0.900
[42] train=4.5100e-02 | val=5.3325e-02 | L=4.75e-02 E=5.85e-03 Dyn=1.40e+00 | eig-ratio-L2=1.536e-01 axis-align=0.904
[43] train=4.4955e-02 | val=5.6049e-02 | L=4.97e-02 E=6.31e-03 Dyn=1.40e+00 | eig-ratio-L2=1.538e-01 axis-align=0.898
[44] train=4.4705e-02 | val=5.3288e-02 | L=4.78e-02 E=5.47e-03 Dyn=1.44e+00 | eig-ratio-L2=1.543e-01 axis-align=0.902
[45] train=4.3775e-02 | val=5.5815e-02 | L=4.93e-02 E=6.48e-03 Dyn=1.52e+00 | eig-ratio-L2=1.573e-01 axis-align=0.893
[46] train=4.4654e-02 | val=5.4246e-02 | L=4.85e-02 E=5.75e-03 Dyn=1.39e+00 | eig-ratio-L2=1.572e-01 axis-align=0.902
[47] train=4.3690e-02 | val=5.3905e-02 | L=4.76e-02 E=6.26e-03 Dyn=1.36e+00 | eig-ratio-L2=1.541e-01 axis-align=0.898
[48] train=4.3947e-02 | val=5.4912e-02 | L=4.81e-02 E=6.86e-03 Dyn=1.45e+00 | eig-ratio-L2=1.548e-01 axis-align=0.902
[49] train=4.3821e-02 | val=5.4350e-02 | L=4.85e-02 E=5.90e-03 Dyn=1.54e+00 | eig-ratio-L2=1.573e-01 axis-align=0.901
[50] train=4.2920e-02 | val=5.6044e-02 | L=4.95e-02 E=6.59e-03 Dyn=1.23e+00 | eig-ratio-L2=1.540e-01 axis-align=0.901
[51] train=4.2640e-02 | val=5.2629e-02 | L=4.67e-02 E=5.91e-03 Dyn=1.31e+00 | eig-ratio-L2=1.558e-01 axis-align=0.902
[52] train=4.2265e-02 | val=5.6929e-02 | L=5.08e-02 E=6.10e-03 Dyn=1.25e+00 | eig-ratio-L2=1.543e-01 axis-align=0.894
[53] train=4.2178e-02 | val=5.4820e-02 | L=4.87e-02 E=6.13e-03 Dyn=1.40e+00 | eig-ratio-L2=1.584e-01 axis-align=0.902
[54] train=4.1833e-02 | val=5.6486e-02 | L=4.99e-02 E=6.62e-03 Dyn=1.27e+00 | eig-ratio-L2=1.550e-01 axis-align=0.905
[55] train=4.1949e-02 | val=5.4336e-02 | L=4.83e-02 E=6.07e-03 Dyn=1.39e+00 | eig-ratio-L2=1.550e-01 axis-align=0.905
[56] train=4.1955e-02 | val=5.5005e-02 | L=4.86e-02 E=6.45e-03 Dyn=1.35e+00 | eig-ratio-L2=1.579e-01 axis-align=0.902
[57] train=4.1226e-02 | val=5.3571e-02 | L=4.80e-02 E=5.57e-03 Dyn=1.43e+00 | eig-ratio-L2=1.583e-01 axis-align=0.905
